var_name,n_clean,n_no_out,n_w_nm,n_w_nm_clean,sensor_X,sensor_Y,Wavelength_nm,Slope,Slope_log,Bias,Error,RMSE,MSA,MAPE
RHOW,33,33,33,33,HYPERNETS,VIIRS_N,551,-0.27,-0.34,-16.76,17.71,0.002002,0.001427,23.19
RHOW,33,33,33,33,VIIRS_N,HYPERNETS,551,-0.31,-0.28,16.76,17.71,0.002002,0.001427,30.73
RHOW,33,33,33,31,HYPERNETS,VIIRS_N,671,-0.08,-0.31,-149.01,164.62,0.001146,8.11e-4,81.79
RHOW,33,33,33,31,VIIRS_N,HYPERNETS,671,-0.46,-0.14,149.01,164.62,0.001146,8.11e-4,1057.98
RHOW,23,23,23,23,HYPERNETS,VIIRS_J1,411,0.94,0.92,0.06,6.68,0.00316,0.002733,8.13
RHOW,23,23,23,23,VIIRS_J1,HYPERNETS,411,0.81,0.82,-0.06,6.68,0.00316,0.002733,8.23
RHOW,23,23,23,23,HYPERNETS,VIIRS_J1,445,0.82,0.8,2.3,5.96,0.002387,0.002065,7.04
RHOW,23,23,23,23,VIIRS_J1,HYPERNETS,445,0.82,0.85,-2.3,5.96,0.002387,0.002065,6.95
RHOW,23,23,23,23,HYPERNETS,VIIRS_J1,489,0.61,0.63,-0.07,5.11,0.001767,0.001429,6.84
RHOW,23,23,23,23,VIIRS_J1,HYPERNETS,489,0.49,0.5,0.07,5.11,0.001767,0.001429,6.67
RHOW,23,23,23,23,HYPERNETS,VIIRS_J1,556,0.22,0.32,0.44,15.73,0.001265,9.92e-4,17.26
RHOW,23,23,23,23,VIIRS_J1,HYPERNETS,556,0.39,0.37,-0.44,15.73,0.001265,9.92e-4,17.36
RHOW,23,23,23,22,HYPERNETS,VIIRS_J1,667,0.15,0.64,-31.53,98.8,9.37e-4,6.44e-4,54.62
RHOW,23,23,23,22,VIIRS_J1,HYPERNETS,667,0.49,0.21,31.53,98.8,9.37e-4,6.44e-4,251.36
RHOW,24,24,24,24,HYPERNETS,VIIRS_J2,411,0.08,0.07,-11.21,17.9,0.00559,0.005104,14.4
RHOW,24,24,24,24,VIIRS_J2,HYPERNETS,411,0.5,0.39,11.21,17.9,0.00559,0.005104,15.67
RHOW,24,24,24,24,HYPERNETS,VIIRS_J2,445,0.02,0.01,-14.41,16.22,0.005196,0.004581,14.83
RHOW,24,24,24,24,VIIRS_J2,HYPERNETS,445,0.09,0.02,14.41,16.22,0.005196,0.004581,17.63
RHOW,24,24,24,24,HYPERNETS,VIIRS_J2,489,-0.2,-0.24,-16.05,16.13,0.003923,0.003402,16.22
RHOW,24,24,24,24,VIIRS_J2,HYPERNETS,489,-0.52,-0.45,16.05,16.13,0.003923,0.003402,20.13
RHOW,24,24,24,24,HYPERNETS,VIIRS_J2,556,-0.24,-0.42,-58.67,58.67,0.002218,0.00187,34.08
RHOW,24,24,24,24,VIIRS_J2,HYPERNETS,556,-0.5,-0.29,58.67,58.67,0.002218,0.00187,64.61
RHOW,24,24,24,15,HYPERNETS,VIIRS_J2,667,-0.13,-0.77,-131.96,131.96,7.5e-4,5.23e-4,55.64
RHOW,24,24,24,15,VIIRS_J2,HYPERNETS,667,-3.51,-0.62,131.96,131.96,7.5e-4,5.23e-4,832.46
RHOW,40,39,36,36,TRIOS,VIIRS_N,410,0.95,0.91,5.37,11.15,0.004816,0.00398,13.72
RHOW,40,39,36,36,VIIRS_N,TRIOS,410,0.64,0.62,-5.37,11.15,0.004816,0.00398,12.25
RHOW,40,39,39,39,TRIOS,VIIRS_N,443,0.85,0.85,3.37,8.94,0.003664,0.002887,11.02
RHOW,40,39,39,39,VIIRS_N,TRIOS,443,0.62,0.61,-3.37,8.94,0.003664,0.002887,9.83
RHOW,40,39,39,39,TRIOS,VIIRS_N,486,0.64,0.72,2.14,9.38,0.002537,0.001931,10
RHOW,40,39,39,39,VIIRS_N,TRIOS,486,0.26,0.28,-2.14,9.38,0.002537,0.001931,9.07
RHOW,40,39,39,39,TRIOS,VIIRS_N,551,-0.28,-0.26,-3.97,15.17,0.001296,9.61e-4,18.63
RHOW,40,39,39,39,VIIRS_N,TRIOS,551,-0.09,-0.09,3.97,15.17,0.001296,9.61e-4,17.66
RHOW,40,39,36,34,TRIOS,VIIRS_N,671,-0.31,-0.55,14.51,90.32,5.62e-4,3.73e-4,167.65
RHOW,40,39,36,34,VIIRS_N,TRIOS,671,-0.24,-0.33,-14.51,90.32,5.62e-4,3.73e-4,556.59
RHOW,27,27,26,26,TRIOS,VIIRS_J1,411,0.94,0.88,2.31,6.97,0.003154,0.002547,8.68
RHOW,27,27,26,26,VIIRS_J1,TRIOS,411,0.84,0.85,-2.31,6.97,0.003154,0.002547,8.19
RHOW,27,27,27,27,TRIOS,VIIRS_J1,445,0.89,0.83,3.1,5.5,0.002274,0.001861,7.05
RHOW,27,27,27,27,VIIRS_J1,TRIOS,445,0.84,0.86,-3.1,5.5,0.002274,0.001861,6.62
RHOW,27,27,27,27,TRIOS,VIIRS_J1,489,1.06,1,4.04,6.47,0.001659,0.001429,7.28
RHOW,27,27,27,27,VIIRS_J1,TRIOS,489,0.5,0.52,-4.04,6.47,0.001659,0.001429,6.81
RHOW,27,27,27,27,TRIOS,VIIRS_J1,556,0.35,0.39,17.67,17.67,0.001136,0.00093000000000000005,20.03
RHOW,27,27,27,27,VIIRS_J1,TRIOS,556,0.26,0.29,-17.67,17.67,0.001136,0.00093000000000000005,16.03
RHOW,27,27,26,25,TRIOS,VIIRS_J1,667,0.28,0.08,78.43,123.05,5.75e-4,4.93e-4,145.54
RHOW,27,27,26,25,VIIRS_J1,TRIOS,667,0.26,0.05,-78.43,123.05,5.75e-4,4.93e-4,414.96
RHOW,32,32,29,29,TRIOS,VIIRS_J2,411,0.27,0.27,-10.57,10.57,0.003834,0.003118,8.56
RHOW,32,32,29,29,VIIRS_J2,TRIOS,411,0.48,0.4,10.57,10.57,0.003834,0.003118,9.71
RHOW,32,32,32,32,TRIOS,VIIRS_J2,445,0.28,0.3,-13.28,13.28,0.00424,0.003568,11.56
RHOW,32,32,32,32,VIIRS_J2,TRIOS,445,0.31,0.24,13.28,13.28,0.00424,0.003568,13.86
RHOW,32,32,32,32,TRIOS,VIIRS_J2,489,-0.07,-0.09,-12.66,12.66,0.003056,0.002539,12.41
RHOW,32,32,32,32,VIIRS_J2,TRIOS,489,-0.04,-0.03,12.66,12.66,0.003056,0.002539,15.22
RHOW,32,32,32,32,TRIOS,VIIRS_J2,556,-0.36,-0.49,-32.25,32.25,0.001491,0.001209,25.56
RHOW,32,32,32,32,VIIRS_J2,TRIOS,556,-0.13,-0.08,32.25,32.25,0.001491,0.001209,43.55
RHOW,32,32,29,20,TRIOS,VIIRS_J2,667,-0.25,-0.5,15.88,214.04,3.76e-4,3.13e-4,138.19
RHOW,32,32,29,20,VIIRS_J2,TRIOS,667,-1.01,-0.57,-15.88,214.04,3.76e-4,3.13e-4,471.15
RHOW,4,4,4,4,HYPERPRO,VIIRS_N,410,0.63,0.7,-9.38,14.86,0.005661,0.004466,13.62
RHOW,4,4,4,4,VIIRS_N,HYPERPRO,410,0.46,0.47,9.38,14.86,0.005661,0.004466,16.82
RHOW,4,4,4,4,HYPERPRO,VIIRS_N,443,0.7,0.77,-6.93,11.07,0.003656,0.002907,10.14
RHOW,4,4,4,4,VIIRS_N,HYPERPRO,443,0.5,0.51,6.93,11.07,0.003656,0.002907,11.71
RHOW,4,4,4,4,HYPERPRO,VIIRS_N,486,0.76,0.86,-4.82,9.28,0.001812,0.001622,8.24
RHOW,4,4,4,4,VIIRS_N,HYPERPRO,486,0.26,0.26,4.82,9.28,0.001812,0.001622,9.01
RHOW,4,4,4,4,HYPERPRO,VIIRS_N,551,4.83,4.8,-16.63,17.91,9.55e-4,9.15e-4,16.35
RHOW,4,4,4,4,VIIRS_N,HYPERPRO,551,0.1,0.09,16.63,17.91,9.55e-4,9.15e-4,18.96
RHOW,4,4,4,4,HYPERPRO,VIIRS_N,671,0.13,0.13,-35.82,35.82,1.99e-4,1.74e-4,31.02
RHOW,4,4,4,4,VIIRS_N,HYPERPRO,671,0.2,0.1,35.82,35.82,1.99e-4,1.74e-4,52.58
RHOW,3,3,3,3,HYPERPRO,VIIRS_J1,411,0.74,0.9,-24.29,24.29,0.006344,0.006218,19.11
RHOW,3,3,3,3,VIIRS_J1,HYPERPRO,411,1.35,1.1,24.29,24.29,0.006344,0.006218,23.67
RHOW,3,3,3,3,HYPERPRO,VIIRS_J1,445,0.82,0.91,-12.02,12.02,0.002942,0.002887,10.26
RHOW,3,3,3,3,VIIRS_J1,HYPERPRO,445,1.22,1.1,12.02,12.02,0.002942,0.002887,11.45
RHOW,3,3,3,3,HYPERPRO,VIIRS_J1,489,1.21,1.19,-3.51,3.51,0.00152,0.001172,6.04
RHOW,3,3,3,3,VIIRS_J1,HYPERPRO,489,0.32,0.31,3.51,3.51,0.00152,0.001172,6.71
RHOW,3,3,3,3,HYPERPRO,VIIRS_J1,556,1.22,2.1,-1.65,22.66,0.00125,0.001017,20.63
RHOW,3,3,3,3,VIIRS_J1,HYPERPRO,556,0.02,0.02,1.65,22.66,0.00125,0.001017,26.79
RHOW,3,3,3,3,HYPERPRO,VIIRS_J1,667,0.79,11.04,-218.2,218.2,4.26e-4,4.22e-4,76.5
RHOW,3,3,3,3,VIIRS_J1,HYPERPRO,667,0.02,0.03,218.2,218.2,4.26e-4,4.22e-4,1373.34
RHOW,5,5,5,5,HYPERPRO,VIIRS_J2,411,0.5,0.56,-0.97,0.97,0.003051,0.001733,4.89
RHOW,5,5,5,5,VIIRS_J2,HYPERPRO,411,0.47,0.48,0.97,0.97,0.003051,0.001733,5.73
RHOW,5,5,5,5,HYPERPRO,VIIRS_J2,445,0.19,0.2,-4.38,4.38,0.003373,0.002316,7.71
RHOW,5,5,5,5,VIIRS_J2,HYPERPRO,445,0.26,0.24,4.38,4.38,0.003373,0.002316,9.25
RHOW,5,5,5,5,HYPERPRO,VIIRS_J2,489,-0.01,-0.02,-5.1,5.1,0.002444,0.001784,9.04
RHOW,5,5,5,5,VIIRS_J2,HYPERPRO,489,-0.01,-0.02,5.1,5.1,0.002444,0.001784,10.86
RHOW,5,5,5,5,HYPERPRO,VIIRS_J2,556,-0.56,-1.08,-25.17,25.17,0.00149,0.001307,26.53
RHOW,5,5,5,5,VIIRS_J2,HYPERPRO,556,-0.05,-0.04,25.17,25.17,0.00149,0.001307,43.25
RHOW,5,5,5,4,HYPERPRO,VIIRS_J2,667,0.69,2.26,-122.78,122.78,3.61e-4,3.4e-4,58.55
RHOW,5,5,5,4,VIIRS_J2,HYPERPRO,667,1.17,0.25,122.78,122.78,3.61e-4,3.4e-4,435.62
ED,55,53,53,53,HYPERNETS,TRIOS,380,0.95,0.96,-1.76,3.06,20.158811,17.707601,3.24
ED,55,53,53,53,TRIOS,HYPERNETS,380,1.04,1.02,1.76,3.06,20.158811,17.707601,3.24
ED,55,53,53,53,HYPERNETS,TRIOS,400,0.83,0.96,-15.46,15.46,127.001215,118.928151,12.5
ED,55,53,53,53,TRIOS,HYPERNETS,400,1.18,1.02,15.46,15.46,127.001215,118.928151,14.44
ED,55,53,53,53,HYPERNETS,TRIOS,412,0.93,0.96,-2.74,3.69,44.100177,39.365964,3.87
ED,55,53,53,53,TRIOS,HYPERNETS,412,1.05,1.02,2.74,3.69,44.100177,39.365964,3.98
ED,55,53,53,53,HYPERNETS,TRIOS,443,0.93,0.96,-2.17,3.99,46.850421,40.750582,3.59
ED,55,53,53,53,TRIOS,HYPERNETS,443,1.05,1.03,2.17,3.99,46.850421,40.750582,3.63
ED,55,53,53,53,HYPERNETS,TRIOS,490,0.95,0.96,-0.2,2.57,45.670441,36.893149,3.2
ED,55,53,53,53,TRIOS,HYPERNETS,490,1.03,1.02,0.2,2.57,45.670441,36.893149,3.13
ED,55,53,53,53,HYPERNETS,TRIOS,510,0.93,0.96,-1.89,3.73,50.636296,43.225529,3.56
ED,55,53,53,53,TRIOS,HYPERNETS,510,1.04,1.02,1.89,3.73,50.636296,43.225529,3.58
ED,55,53,53,53,HYPERNETS,TRIOS,560,0.96,0.96,1.44,2.37,48.829448,36.120879,3.37
ED,55,53,53,53,TRIOS,HYPERNETS,560,1.01,1.02,-1.44,2.37,48.829448,36.120879,3.17
ED,55,53,53,53,HYPERNETS,TRIOS,620,0.96,0.96,1.24,2.08,44.485326,34.052611,3.34
ED,55,53,53,53,TRIOS,HYPERNETS,620,1.01,1.02,-1.24,2.08,44.485326,34.052611,3.17
ED,55,53,53,53,HYPERNETS,TRIOS,673,0.97,0.96,2.59,2.77,49.273175,35.701435,3.73
ED,55,53,53,53,TRIOS,HYPERNETS,673,1,1.02,-2.59,2.77,49.273175,35.701435,3.48
ED,55,53,53,53,HYPERNETS,TRIOS,700,0.98,0.95,3.89,3.89,51.042126,39.047025,4.67
ED,55,53,53,53,TRIOS,HYPERNETS,700,0.99,1.03,-3.89,3.89,51.042126,39.047025,4.3
ED,9,9,9,9,HYPERNETS,HYPERPRO,380,0.41,0.42,-7.88,7.88,47.380205,43.757096,6.34
ED,9,9,9,9,HYPERPRO,HYPERNETS,380,0.75,0.7,7.88,7.88,47.380205,43.757096,6.84
ED,9,9,9,9,HYPERNETS,HYPERPRO,400,0.41,0.45,-16.2,16.2,143.375359,139.350172,12.76
ED,9,9,9,9,HYPERPRO,HYPERNETS,400,0.89,0.78,16.2,16.2,143.375359,139.350172,14.74
ED,9,9,9,9,HYPERNETS,HYPERPRO,412,0.41,0.42,-7.1,7.1,74.639012,67.287586,5.51
ED,9,9,9,9,HYPERPRO,HYPERNETS,412,0.94,0.9,7.1,7.1,74.639012,67.287586,5.9
ED,9,9,9,9,HYPERNETS,HYPERPRO,443,0.41,0.4,-4.6,4.73,61.559581,55.540395,4.03
ED,9,9,9,9,HYPERPRO,HYPERNETS,443,0.86,0.84,4.6,4.73,61.559581,55.540395,4.19
ED,9,9,9,9,HYPERNETS,HYPERPRO,490,0.38,0.37,-2.29,2.38,51.271789,42.120724,2.91
ED,9,9,9,9,HYPERPRO,HYPERNETS,490,0.77,0.77,2.29,2.38,51.271789,42.120724,2.91
ED,9,9,9,9,HYPERNETS,HYPERPRO,510,0.37,0.36,-2.78,3.28,54.658536,45.772919,3.12
ED,9,9,9,9,HYPERPRO,HYPERNETS,510,0.76,0.75,2.78,3.28,54.658536,45.772919,3.16
ED,9,9,9,9,HYPERNETS,HYPERPRO,560,0.38,0.36,1.09,1.63,55.050421,38.467615,2.86
ED,9,9,9,9,HYPERPRO,HYPERNETS,560,0.73,0.75,-1.09,1.63,55.050421,38.467615,2.71
ED,9,9,9,9,HYPERNETS,HYPERPRO,620,0.36,0.34,0.46,1.83,48.857012,34.323815,2.71
ED,9,9,9,9,HYPERPRO,HYPERNETS,620,0.73,0.74,-0.46,1.83,48.857012,34.323815,2.58
ED,9,9,9,9,HYPERNETS,HYPERPRO,673,0.36,0.34,2.09,2.09,56.113774,39.306456,3.34
ED,9,9,9,9,HYPERPRO,HYPERNETS,673,0.67,0.69,-2.09,2.09,56.113774,39.306456,3.12
ED,9,9,9,9,HYPERNETS,HYPERPRO,700,0.37,0.34,3.3,3.3,57.940798,44.532643,4.28
ED,9,9,9,9,HYPERPRO,HYPERNETS,700,0.84,0.88,-3.3,3.3,57.940798,44.532643,3.98
ED,7,7,7,7,TRIOS,HYPERPRO,380,0.92,0.98,-6.76,6.76,41.899219,40.923191,5.93
ED,7,7,7,7,HYPERPRO,TRIOS,380,0.87,0.82,6.76,6.76,41.899219,40.923191,6.33
ED,7,7,7,7,TRIOS,HYPERPRO,400,0.91,0.92,-1.51,1.51,17.017084,15.174257,1.57
ED,7,7,7,7,HYPERPRO,TRIOS,400,0.84,0.84,1.51,1.51,17.017084,15.174257,1.59
ED,7,7,7,7,TRIOS,HYPERPRO,412,0.86,0.89,-4.27,4.27,49.105764,46.254948,3.85
ED,7,7,7,7,HYPERPRO,TRIOS,412,0.87,0.84,4.27,4.27,49.105764,46.254948,4.03
ED,7,7,7,7,TRIOS,HYPERPRO,443,0.87,0.88,-2.83,2.83,40.40798,35.487275,2.57
ED,7,7,7,7,HYPERPRO,TRIOS,443,0.83,0.82,2.83,2.83,40.40798,35.487275,2.66
ED,7,7,7,7,TRIOS,HYPERPRO,490,0.89,0.9,-2.5,2.5,40.263744,34.180041,2.27
ED,7,7,7,7,HYPERPRO,TRIOS,490,0.77,0.76,2.5,2.5,40.263744,34.180041,2.35
ED,7,7,7,7,TRIOS,HYPERPRO,510,0.88,0.89,-1.67,1.67,31.338763,26.473739,1.77
ED,7,7,7,7,HYPERPRO,TRIOS,510,0.76,0.76,1.67,1.67,31.338763,26.473739,1.81
ED,7,7,7,7,TRIOS,HYPERPRO,560,0.92,0.92,-1.44,1.44,27.992085,24.217377,1.67
ED,7,7,7,7,HYPERPRO,TRIOS,560,0.71,0.71,1.44,1.44,27.992085,24.217377,1.7
ED,7,7,7,7,TRIOS,HYPERPRO,620,0.94,0.94,-1.63,1.63,28.20556,23.774867,1.75
ED,7,7,7,7,HYPERPRO,TRIOS,620,0.68,0.68,1.63,1.63,28.20556,23.774867,1.79
ED,7,7,7,7,TRIOS,HYPERPRO,673,1.01,1.01,-1.61,1.61,24.371014,21.302991,1.66
ED,7,7,7,7,HYPERPRO,TRIOS,673,0.62,0.62,1.61,1.61,24.371014,21.302991,1.7
ED,7,7,7,7,TRIOS,HYPERPRO,700,0.81,0.81,-1.56,1.56,22.102982,18.968016,1.65
ED,7,7,7,7,HYPERPRO,TRIOS,700,0.73,0.74,1.56,1.56,22.102982,18.968016,1.69
LD,55,34,34,34,HYPERNETS,TRIOS,380,0.97,1.02,-1.03,7.74,5.904647,4.926279,8
LD,55,34,34,34,TRIOS,HYPERNETS,380,0.72,0.71,1.03,7.74,5.904647,4.926279,7.87
LD,55,34,34,34,HYPERNETS,TRIOS,400,0.81,1,-19.98,19.98,16.191879,14.357785,16.2
LD,55,34,34,34,TRIOS,HYPERNETS,400,0.92,0.75,19.98,19.98,16.191879,14.357785,20.44
LD,55,34,34,34,HYPERNETS,TRIOS,412,0.89,0.98,-7.67,12.21,10.778564,9.457729,10.74
LD,55,34,34,34,TRIOS,HYPERNETS,412,0.86,0.76,7.67,12.21,10.778564,9.457729,11.98
LD,55,34,34,34,HYPERNETS,TRIOS,443,0.88,0.97,-9.55,14.55,11.722415,10.240563999999999,12.3
LD,55,34,34,34,TRIOS,HYPERNETS,443,0.93,0.8,9.55,14.55,11.722415,10.240563999999999,14.13
LD,55,34,34,34,HYPERNETS,TRIOS,490,0.89,0.98,-11.25,16.85,11.264711,9.723072,14
LD,55,34,34,34,TRIOS,HYPERNETS,490,0.99,0.83,11.25,16.85,11.264711,9.723072,16.4
LD,55,34,34,34,HYPERNETS,TRIOS,510,0.89,0.98,-13.48,17.59,11.399567,9.709999,15.22
LD,55,34,34,34,TRIOS,HYPERNETS,510,1.01,0.83,13.48,17.59,11.399567,9.709999,18.46
LD,55,34,34,34,HYPERNETS,TRIOS,560,0.91,0.98,-10.9,19.02,8.72948,7.302798,15.53
LD,55,34,34,34,TRIOS,HYPERNETS,560,1.01,0.86,10.9,19.02,8.72948,7.302798,18.23
LD,55,34,34,34,HYPERNETS,TRIOS,620,0.91,0.98,-9.7,19.54,7.403481,5.941839,16.48
LD,55,34,34,34,TRIOS,HYPERNETS,620,1.04,0.88,9.7,19.54,7.403481,5.941839,19.39
LD,55,34,34,34,HYPERNETS,TRIOS,673,0.92,0.97,-8,19.13,6.201508,4.688052,16.6
LD,55,34,34,34,TRIOS,HYPERNETS,673,1.03,0.89,8,19.13,6.201508,4.688052,18.95
LD,55,34,34,34,HYPERNETS,TRIOS,700,0.94,0.97,-6,19.37,4.978115,3.661234,16.81
LD,55,34,34,34,TRIOS,HYPERNETS,700,1.01,0.89,6,19.37,4.978115,3.661234,18.51
LU,55,46,46,46,HYPERNETS,TRIOS,380,0.95,0.92,8.03,8.16,0.851426,0.737747,9.98
LU,55,46,46,46,TRIOS,HYPERNETS,380,0.96,0.99,-8.03,8.16,0.851426,0.737747,8.87
LU,55,46,46,46,HYPERNETS,TRIOS,400,0.8,0.92,-10.52,10.8,1.656307,1.396258,10.54
LU,55,46,46,46,TRIOS,HYPERNETS,400,1.14,0.99,10.52,10.8,1.656307,1.396258,12.06
LU,55,46,46,46,HYPERNETS,TRIOS,412,0.89,0.91,1.14,2.96,1.097533,0.771392,5.89
LU,55,46,46,46,TRIOS,HYPERNETS,412,1.03,0.99,-1.14,2.96,1.097533,0.771392,5.67
LU,55,46,46,46,HYPERNETS,TRIOS,443,0.87,0.89,2.41,3.79,1.177825,0.854432,6.45
LU,55,46,46,46,TRIOS,HYPERNETS,443,1.03,1,-2.41,3.79,1.177825,0.854432,6.14
LU,55,46,46,46,HYPERNETS,TRIOS,490,0.8,0.84,1.94,3.32,1.060031,0.722666,6.77
LU,55,46,46,46,TRIOS,HYPERNETS,490,1.07,1.01,-1.94,3.32,1.060031,0.722666,6.57
LU,55,46,46,46,HYPERNETS,TRIOS,510,0.74,0.79,2.37,5.52,0.966924,0.677725,8.73
LU,55,46,46,46,TRIOS,HYPERNETS,510,1.11,1.02,-2.37,5.52,0.966924,0.677725,8.88
LU,55,46,46,46,HYPERNETS,TRIOS,560,0.71,0.79,-2.1,8.48,0.914414,0.641163,13.04
LU,55,46,46,46,TRIOS,HYPERNETS,560,1.07,0.94,2.1,8.48,0.914414,0.641163,14.71
LU,55,46,46,46,HYPERNETS,TRIOS,620,0.71,0.78,-7.5,16.95,0.880399,0.625328,21.24
LU,55,46,46,46,TRIOS,HYPERNETS,620,1.04,0.87,7.5,16.95,0.880399,0.625328,28.84
LU,55,46,46,46,HYPERNETS,TRIOS,673,0.72,0.77,-6.47,20.11,0.784148,0.558919,23.99
LU,55,46,46,46,TRIOS,HYPERNETS,673,1.02,0.88,6.47,20.11,0.784148,0.558919,30.82
LU,55,46,46,46,HYPERNETS,TRIOS,700,0.72,0.74,-2.01,29.38,0.65649,0.473836,26.59
LU,55,46,46,46,TRIOS,HYPERNETS,700,1.01,0.9,2.01,29.38,0.65649,0.473836,30.95
LW,55,39,39,39,HYPERNETS,TRIOS,380,0.72,0.76,-0.91,7.37,0.840568,0.620567,10.25
LW,55,39,39,39,TRIOS,HYPERNETS,380,1.13,1.05,0.91,7.37,0.840568,0.620567,9.97
LW,55,39,39,39,HYPERNETS,TRIOS,400,0.61,0.76,-20.45,20.45,2.367109,1.963008,16.81
LW,55,39,39,39,TRIOS,HYPERNETS,400,1.35,1.06,20.45,20.45,2.367109,1.963008,21.32
LW,55,39,39,39,HYPERNETS,TRIOS,412,0.68,0.76,-7.38,10.27,1.736506,1.389197,10.95
LW,55,39,39,39,TRIOS,HYPERNETS,412,1.23,1.08,7.38,10.27,1.736506,1.389197,12.08
LW,55,39,39,39,HYPERNETS,TRIOS,443,0.63,0.71,-6.43,9.85,1.770101,1.390334,10.66
LW,55,39,39,39,TRIOS,HYPERNETS,443,1.29,1.15,6.43,9.85,1.770101,1.390334,11.79
LW,55,39,39,39,HYPERNETS,TRIOS,490,0.51,0.61,-10.09,14.54,1.701541,1.321852,12.95
LW,55,39,39,39,TRIOS,HYPERNETS,490,1.54,1.3,10.09,14.54,1.701541,1.321852,15.16
LW,55,39,39,39,HYPERNETS,TRIOS,510,0.33,0.44,-10.85,17.32,1.678853,1.202609,18.31
LW,55,39,39,39,TRIOS,HYPERNETS,510,1.89,1.44,10.85,17.32,1.678853,1.202609,24.97
LW,55,39,39,39,HYPERNETS,TRIOS,560,0.16,0.28,-48.81,48.81,1.751902,1.25009,33.15
LW,55,39,39,39,TRIOS,HYPERNETS,560,3.47,1.97,48.81,48.81,1.751902,1.25009,67.37
LW,55,39,39,39,HYPERNETS,TRIOS,620,0.07,0.29,-424.1,424.1,1.703833,1.254782,74.61
LW,55,39,39,39,TRIOS,HYPERNETS,620,7.12,1.33,424.1,424.1,1.703833,1.254782,518.1
LW,55,39,39,39,HYPERNETS,TRIOS,673,0.05,0.31,-877.49,877.49,1.564699,1.137865,84.26
LW,55,39,39,39,TRIOS,HYPERNETS,673,8.07,0.67,877.49,877.49,1.564699,1.137865,1328.58
LW,55,39,39,39,HYPERNETS,TRIOS,700,0.04,0.16,-1010.78,1058.15,1.332622,0.95602,133.28
LW,55,39,39,39,TRIOS,HYPERNETS,700,8.63,0.56,1010.78,1058.15,1.332622,0.95602,1785.33
LW,9,8,8,8,HYPERNETS,HYPERPRO,380,0.48,0.46,13.29,13.29,1.038134,0.81395,14.87
LW,9,8,8,8,HYPERPRO,HYPERNETS,380,1.48,1.49,-13.29,13.29,1.038134,0.81395,11.91
LW,9,8,8,8,HYPERNETS,HYPERPRO,400,0.43,0.48,-3.02,10.53,1.443458,1.17593,10.04
LW,9,8,8,8,HYPERPRO,HYPERNETS,400,1.62,1.4,3.02,10.53,1.443458,1.17593,10.69
LW,9,8,8,8,HYPERNETS,HYPERPRO,412,0.48,0.51,3.66,9.59,1.361695,1.214389,10.11
LW,9,8,8,8,HYPERPRO,HYPERNETS,412,1.45,1.36,-3.66,9.59,1.361695,1.214389,9.56
LW,9,8,8,8,HYPERNETS,HYPERPRO,443,0.44,0.46,5.46,9.2,1.337539,1.222353,10.25
LW,9,8,8,8,HYPERPRO,HYPERNETS,443,1.5,1.43,-5.46,9.2,1.337539,1.222353,9.6
LW,9,8,8,8,HYPERNETS,HYPERPRO,490,0.26,0.28,2.47,10,1.012763,0.86885,9.27
LW,9,8,8,8,HYPERPRO,HYPERNETS,490,2.33,2.15,-2.47,10,1.012763,0.86885,9.54
LW,9,8,8,8,HYPERNETS,HYPERPRO,510,0.16,0.16,10.37,12.46,0.691835,0.656965,13.59
LW,9,8,8,8,HYPERPRO,HYPERNETS,510,4.56,4.5,-10.37,12.46,0.691835,0.656965,12.94
LW,9,8,8,8,HYPERNETS,HYPERPRO,560,0.08,0.1,8.78,14.15,0.44884,0.370682,15.84
LW,9,8,8,8,HYPERPRO,HYPERNETS,560,4.96,4.63,-8.78,14.15,0.44884,0.370682,17.93
LW,9,8,8,8,HYPERNETS,HYPERPRO,620,0.01,0.01,-52.26,52.26,0.362823,0.271413,35.05
LW,9,8,8,8,HYPERPRO,HYPERNETS,620,15.58,7.4,52.26,52.26,0.362823,0.271413,67.17
LW,9,8,8,8,HYPERNETS,HYPERPRO,673,-0.02,-0.05,-139.27,139.27,0.36266,0.276029,47.3
LW,9,8,8,8,HYPERPRO,HYPERNETS,673,-9.83,-5.19,139.27,139.27,0.36266,0.276029,149.39
LW,9,8,8,8,HYPERNETS,HYPERPRO,700,-0.02,-0.09,-233.92,233.92,0.324378,0.253293,58.59
LW,9,8,8,8,HYPERPRO,HYPERNETS,700,-14.72,-5.53,233.92,233.92,0.324378,0.253293,253.35
LW,7,7,7,7,TRIOS,HYPERPRO,380,0.82,0.78,0.87,1.73,0.299587,0.191591,3.43
LW,7,7,7,7,HYPERPRO,TRIOS,380,1.18,1.23,-0.87,1.73,0.299587,0.191591,3.12
LW,7,7,7,7,TRIOS,HYPERPRO,400,0.86,0.8,4.32,4.32,0.606244,0.509753,5.88
LW,7,7,7,7,HYPERPRO,TRIOS,400,1.12,1.19,-4.32,4.32,0.606244,0.509753,5.35
LW,7,7,7,7,TRIOS,HYPERPRO,412,0.84,0.81,0.63,1.4,0.445782,0.2915,2.82
LW,7,7,7,7,HYPERPRO,TRIOS,412,1.16,1.18,-0.63,1.4,0.445782,0.2915,2.63
LW,7,7,7,7,TRIOS,HYPERPRO,443,0.83,0.81,1.39,1.39,0.440401,0.297369,2.73
LW,7,7,7,7,HYPERPRO,TRIOS,443,1.15,1.17,-1.39,1.39,0.440401,0.297369,2.56
